transaction_id,account_number,amount,transaction_type,transaction_date
2839,1307,2219.47,Deposit,2022-09-13T12:51:06
2840,1432,-2492.97,Withdrawal,2024-11-30T12:33:15
2841,1281,9173.99,Deposit,2024-09-01T19:32:38
2842,1108,8508.53,Transfer,2022-06-03T12:39:51
2843,1457,5802.38,Deposit,2022-06-03T06:05:26
2844,1184,7460.31,Deposit,2025-02-03T13:16:56
2845,1196,3532.33,Deposit,2025-05-05T00:12:09
2846,1489,1920.46,Deposit,2025-01-27T13:52:11
2847,1161,-1857.95,Withdrawal,2024-06-02T12:29:53
2848,1017,4851.76,Deposit,2024-05-07T12:24:51
2849,1358,9632.89,Transfer,2024-09-17T00:19:15
2850,1418,-2311.71,Withdrawal,2024-01-03T12:43:41
2851,1364,4056.4,Deposit,2024-05-10T14:23:10
2852,1259,6414.63,Transfer,2021-06-14T05:20:08
2853,1238,-35060.92,Withdrawal,2025-01-31T10:26:14
2854,1155,3864.39,Transfer,2025-05-10T01:42:50
2855,1391,9541.73,Deposit,2025-03-18T05:14:15
2856,1410,3280.37,Deposit,2024-02-05T22:01:39
2857,1035,-403.29,Withdrawal,2025-02-04T02:14:46
2858,1301,-9660.03,Withdrawal,2023-06-30T23:35:17
2859,1252,-7524.11,Withdrawal,2024-09-14T19:50:27
2860,1286,-13861.73,Withdrawal,2024-07-21T13:46:51
2861,1002,-757.08,Withdrawal,2024-07-18T07:06:03
2862,1233,-90.03,Withdrawal,2023-04-25T05:36:20
2863,1015,2775.19,Deposit,2024-08-04T03:15:55
2864,1448,-1479.31,Withdrawal,2024-12-10T20:18:20
2865,1442,-24.01,Withdrawal,2024-07-27T09:36:05
2866,1221,-6169.95,Withdrawal,2023-08-31T09:33:11
2867,1018,9624.5,Deposit,2024-11-01T17:36:36
2868,1157,3435.32,Transfer,2025-01-08T03:12:07
2869,1209,-2450.52,Withdrawal,2023-12-21T11:53:20
2870,1069,-39830.99,Withdrawal,2024-10-09T14:50:22
2871,1099,1469.6,Deposit,2022-01-23T09:31:18
2872,1340,3731.81,Deposit,2024-10-03T15:14:13
2873,1362,-1588.95,Withdrawal,2024-07-12T02:39:30
2874,1191,7915.21,Deposit,2022-02-03T18:26:01
2875,1051,-10318.26,Withdrawal,2023-02-18T21:35:24
2876,1131,6148.95,Deposit,2025-01-31T04:31:29
2877,1406,-8442.9,Withdrawal,2022-08-18T09:36:36
2878,1137,-5114.87,Withdrawal,2023-01-05T22:03:15
2879,1101,8494.09,Deposit,2024-06-30T21:54:27
2880,1128,2247.49,Deposit,2025-04-18T05:31:24
2881,1053,634.82,Deposit,2023-04-05T19:32:34
2882,1308,975.92,Deposit,2020-06-11T00:27:07
2883,1014,-11555.31,Withdrawal,2025-03-28T03:47:07
2884,1343,-16864.77,Withdrawal,2022-02-25T07:44:58
2885,1346,-5971.08,Withdrawal,2024-01-11T17:40:54
2886,1057,6122.03,Transfer,2023-12-08T16:42:50
2887,1149,-1221.2,Withdrawal,2024-01-14T02:01:14
2888,1435,694.25,Deposit,2024-08-10T17:15:26
2889,1181,5459.54,Deposit,2020-12-10T12:21:06
2890,1282,-7341.47,Withdrawal,2024-01-08T08:20:41
2891,1089,8172.67,Deposit,2025-03-14T12:44:03
2892,1033,985.35,Transfer,2025-05-10T06:06:34
2893,1312,2398.45,Deposit,2025-02-24T04:57:46
2894,1469,2653.41,Deposit,2023-07-23T23:32:19
2895,1201,6550.52,Deposit,2025-05-03T23:07:59
2896,1166,8046.87,Deposit,2024-07-23T02:21:48
2897,1350,-3834.07,Withdrawal,2024-07-09T22:02:28
2898,1464,-981.67,Withdrawal,2024-12-08T23:42:24
2899,1013,5993.43,Transfer,2024-10-28T02:12:48
2900,1485,5513.97,Transfer,2023-09-10T09:56:38
2901,1158,9139.85,Deposit,2024-08-11T06:58:29
2902,1313,1003.13,Deposit,2024-12-24T14:40:02
2903,1428,7890.35,Transfer,2024-06-25T10:04:58
2904,1135,-37809.27,Withdrawal,2024-06-28T14:26:24
2905,1152,5116.71,Deposit,2023-07-04T04:07:35
2906,1430,-20032.16,Withdrawal,2024-06-06T17:58:20
2907,1315,-7474.0,Withdrawal,2022-10-04T18:02:01
2908,1080,6978.97,Deposit,2024-07-08T23:13:07
2909,1285,-15033.45,Withdrawal,2024-10-29T16:17:09
2910,1108,2871.58,Deposit,2025-01-29T14:06:13
2911,1184,9981.8,Deposit,2024-11-10T17:06:34
2912,1492,6266.53,Deposit,2024-11-22T14:45:37
2913,1214,5648.13,Deposit,2025-01-05T13:59:11
2914,1250,-14169.51,Withdrawal,2025-05-08T20:55:20
2915,1472,-10011.24,Withdrawal,2023-07-12T15:40:55
2916,1227,-186.03,Withdrawal,2022-08-19T10:27:52
2917,1265,-849.31,Withdrawal,2022-04-11T07:36:45
2918,1357,5493.41,Transfer,2023-12-03T03:15:49
2919,1111,-759.96,Withdrawal,2021-12-18T00:50:24
2920,1194,8723.41,Deposit,2021-08-16T00:56:32
2921,1217,124.55,Transfer,2024-04-17T02:49:19
2922,1446,-4023.61,Withdrawal,2023-10-06T04:52:20
2923,1139,-22083.16,Withdrawal,2023-01-04T14:13:00
2924,1362,8901.75,Deposit,2024-02-17T16:32:50
2925,1357,8449.28,Transfer,2023-10-29T09:48:55
2926,1254,-8621.27,Withdrawal,2022-08-09T17:47:28
2927,1487,52.07,Deposit,2022-05-18T23:35:41
2928,1064,-1411.9,Withdrawal,2024-08-16T01:05:43
2929,1412,-11725.48,Withdrawal,2025-04-17T00:33:49
2930,1368,6679.78,Deposit,2024-08-17T06:02:37
2931,1110,-8397.97,Withdrawal,2025-04-08T06:05:40
2932,1005,728.34,Deposit,2023-02-23T09:12:52
2933,1039,2651.32,Transfer,2023-09-17T03:36:19
2934,1390,-16298.69,Withdrawal,2023-04-19T02:59:58
2935,1423,-38.58,Withdrawal,2024-03-17T11:59:40
2936,1356,49.36,Deposit,2023-07-02T16:58:42
2937,1368,7944.57,Deposit,2024-05-10T18:03:44
2938,1163,-9868.6,Withdrawal,2023-04-10T04:42:36
2939,1215,-3633.57,Withdrawal,2023-05-26T01:16:27
2940,1261,-22883.61,Withdrawal,2024-01-26T04:37:53
2941,1109,2786.6,Transfer,2025-03-22T10:56:35
2942,1280,19.18,Transfer,2023-10-15T04:15:28
2943,1240,3850.0,Deposit,2023-12-05T04:58:51
2944,1299,2351.81,Transfer,2022-06-26T00:35:12
2945,1465,-5571.73,Withdrawal,2025-03-08T18:46:30
2946,1125,-2390.89,Withdrawal,2024-12-31T20:38:23
2947,1435,4564.05,Transfer,2025-04-11T00:15:40
2948,1146,3789.19,Deposit,2024-11-26T05:18:37
2949,1256,-7729.75,Withdrawal,2024-03-29T09:06:33
2950,1158,1029.85,Deposit,2024-08-25T03:49:01
2951,1362,2413.85,Transfer,2025-01-31T22:54:42
2952,1142,7366.21,Deposit,2022-09-29T12:42:24
2953,1200,4250.41,Deposit,2024-03-14T09:58:22
2954,1437,4447.9,Deposit,2024-01-16T02:52:00
2955,1197,-8615.55,Withdrawal,2023-12-01T14:37:02
2956,1199,-1050.68,Withdrawal,2025-05-08T03:06:37
2957,1476,-3674.7,Withdrawal,2024-07-31T00:00:10
2958,1392,1487.41,Deposit,2023-09-06T05:14:34
2959,1325,-4451.72,Withdrawal,2025-03-23T05:32:23
2960,1082,8404.34,Transfer,2022-11-03T07:02:47
2961,1085,2961.43,Transfer,2021-06-22T20:44:47
2962,1019,2773.68,Transfer,2025-03-14T05:37:03
2963,1014,-19562.49,Withdrawal,2024-03-15T22:14:27
2964,1271,-2572.21,Withdrawal,2025-01-21T06:36:24
2965,1130,-13750.87,Withdrawal,2023-08-26T17:23:39
2966,1450,-32083.98,Withdrawal,2023-12-07T13:07:23
2967,1156,9305.89,Transfer,2024-12-19T14:10:42
2968,1292,4676.04,Deposit,2024-04-17T10:44:10
2969,1054,1441.55,Deposit,2025-03-10T16:51:48
2970,1477,-4329.27,Withdrawal,2024-07-17T05:00:28
2971,1162,63.44,Transfer,2025-04-19T06:00:13
2972,1085,-1503.63,Withdrawal,2023-04-26T22:00:59
2973,1234,9903.72,Deposit,2023-07-29T08:19:15
2974,1286,7178.41,Deposit,2025-01-11T23:48:56
2975,1058,7663.86,Transfer,2024-11-04T16:06:21
2976,1326,6175.81,Deposit,2023-07-20T17:20:07
2977,1371,4017.06,Transfer,2024-09-22T04:21:55
2978,1485,-3769.1,Withdrawal,2023-09-23T11:06:26
2979,1423,2507.67,Deposit,2023-02-10T08:00:48
2980,1188,-17134.07,Withdrawal,2024-11-11T06:14:20
2981,1301,6886.43,Deposit,2023-07-17T21:24:05
2982,1475,1248.3,Deposit,2025-02-09T04:02:12
2983,1033,3332.48,Transfer,2023-04-11T12:54:24
2984,1110,532.33,Deposit,2025-05-07T00:09:42
2985,1361,4811.84,Deposit,2025-02-23T11:34:01
2986,1413,-9657.36,Withdrawal,2023-11-11T13:20:32
2987,1020,7165.22,Deposit,2024-09-19T02:25:05
2988,1330,-4598.97,Withdrawal,2024-10-15T05:29:06
2989,1130,5519.4,Deposit,2023-09-25T13:24:02
2990,1016,-21874.41,Withdrawal,2025-03-13T22:51:02
2991,1205,9981.28,Deposit,2024-11-25T06:41:00
2992,1292,2027.44,Transfer,2024-11-29T22:33:42
2993,1047,1657.95,Transfer,2024-12-02T06:49:22
2994,1369,6306.48,Transfer,2023-11-13T00:47:27
2995,1254,9238.38,Deposit,2024-03-29T02:32:54
2996,1141,1120.8,Transfer,2023-05-27T06:56:12
2997,1334,-9605.96,Withdrawal,2023-06-03T07:25:15
2998,1106,-3653.27,Withdrawal,2023-02-04T12:45:37
2999,1315,-5767.62,Withdrawal,2024-07-16T22:23:21
3000,1009,-2085.74,Withdrawal,2023-07-31T10:43:52
3001,1330,-793.23,Withdrawal,2024-10-28T21:57:54
3002,1441,2216.64,Deposit,2023-08-28T14:37:07
3003,1390,5229.05,Deposit,2022-10-13T19:25:45
3004,1304,3366.15,Deposit,2023-10-13T22:36:10
3005,1272,-556.25,Withdrawal,2024-11-10T13:44:07
3006,1242,2307.21,Transfer,2024-07-24T04:03:04
3007,1130,-9000.49,Withdrawal,2023-10-25T02:36:47
3008,1337,8333.12,Deposit,2025-05-05T14:37:48
3009,1218,-3022.91,Withdrawal,2024-07-17T21:14:08
3010,1445,4494.13,Transfer,2023-11-03T20:26:11
3011,1085,6670.87,Deposit,2022-04-09T16:21:59
3012,1346,3521.76,Transfer,2021-12-19T23:05:07
3013,1181,9707.04,Deposit,2022-04-03T20:12:43
3014,1425,-5237.91,Withdrawal,2025-04-13T09:59:45
3015,1149,438.82,Deposit,2025-02-03T14:27:21
3016,1195,-15302.88,Withdrawal,2023-10-20T19:44:19
3017,1047,-3045.66,Withdrawal,2024-07-16T14:25:14
3018,1180,-1523.57,Withdrawal,2022-08-07T18:34:34
3019,1190,5283.01,Deposit,2025-02-25T18:20:03
3020,1285,756.43,Transfer,2025-02-21T23:56:13
3021,1427,8186.66,Transfer,2023-07-19T08:56:51
3022,1201,-6228.87,Withdrawal,2025-05-06T16:14:46
3023,1222,-9570.74,Withdrawal,2024-07-23T01:12:15
3024,1100,-11120.95,Withdrawal,2022-02-24T14:40:51
3025,1335,-812.32,Withdrawal,2024-09-15T10:03:44
3026,1211,3174.24,Deposit,2025-02-27T08:33:12
3027,1390,7632.3,Deposit,2023-06-08T16:08:09
3028,1075,1211.47,Deposit,2024-10-21T05:17:55
3029,1499,2955.01,Deposit,2024-06-29T08:21:01
3030,1467,3472.28,Transfer,2023-10-14T13:50:58
3031,1309,3742.18,Transfer,2023-07-16T06:53:17
3032,1149,3800.74,Deposit,2023-01-19T08:33:23
3033,1435,-430.95,Withdrawal,2024-01-08T13:13:32
3034,1086,3693.5,Deposit,2025-02-07T13:16:18
3035,1329,-84.05,Withdrawal,2024-06-03T16:09:39
3036,1330,4898.53,Deposit,2025-01-10T05:43:24
3037,1068,1911.56,Deposit,2024-03-08T19:45:33
3038,1413,-4448.04,Withdrawal,2022-05-11T20:15:17
3039,1284,5092.04,Deposit,2021-10-09T10:59:04
3040,1381,1690.59,Transfer,2023-07-19T14:34:22
3041,1152,2089.53,Deposit,2021-07-22T08:07:19
3042,1447,-3440.49,Withdrawal,2023-02-02T12:29:21
3043,1228,-2551.42,Withdrawal,2025-02-22T06:22:01
3044,1227,3384.64,Deposit,2025-02-19T03:20:10
3045,1167,1948.81,Transfer,2023-11-29T19:59:23
3046,1381,1756.1,Deposit,2022-12-09T05:21:26
3047,1246,-327.55,Withdrawal,2024-10-18T12:42:56
3048,1445,9798.79,Deposit,2023-03-11T16:52:46
3049,1003,6511.09,Deposit,2022-02-21T02:11:48
3050,1476,5457.5,Deposit,2025-02-21T22:24:57
3051,1367,7813.34,Deposit,2024-12-08T09:12:11
3052,1458,5766.1,Deposit,2023-08-02T23:15:11
3053,1464,-24764.31,Withdrawal,2022-05-31T10:07:29
3054,1431,-8105.48,Withdrawal,2023-12-09T16:50:32
3055,1085,-590.14,Withdrawal,2021-09-19T09:36:49
3056,1441,5010.75,Deposit,2023-12-31T00:01:10
3057,1383,4210.63,Deposit,2025-05-01T00:19:35
3058,1169,9319.98,Deposit,2022-01-27T21:56:24
3059,1280,-14853.23,Withdrawal,2024-03-24T19:29:41
3060,1462,5652.09,Deposit,2025-03-16T06:20:19
3061,1105,8120.38,Deposit,2024-12-29T08:21:14
3062,1062,-2427.74,Withdrawal,2022-03-25T07:04:47
3063,1016,7069.06,Deposit,2025-05-02T00:31:05
3064,1486,9536.63,Transfer,2025-05-10T13:19:15
3065,1382,5186.58,Deposit,2023-02-24T18:29:23
3066,1486,-6916.16,Withdrawal,2025-05-02T02:45:40
3067,1117,4605.25,Deposit,2023-02-05T09:42:53
3068,1242,6636.43,Deposit,2023-02-28T00:31:23
3069,1112,4498.97,Deposit,2025-05-05T23:47:57
3070,1264,-7573.75,Withdrawal,2025-02-18T10:31:36
3071,1319,6191.42,Deposit,2023-09-10T16:37:42
3072,1437,8227.14,Deposit,2022-05-28T11:56:42
3073,1200,2241.39,Deposit,2023-12-29T18:14:10
3074,1341,-3849.51,Withdrawal,2024-12-28T19:42:35
3075,1494,3172.81,Deposit,2024-07-27T17:04:12
3076,1065,1195.21,Transfer,2024-09-05T08:20:11
3077,1363,-12885.84,Withdrawal,2025-03-07T11:04:20
3078,1052,5024.86,Deposit,2024-10-23T20:21:21
3079,1462,-17852.59,Withdrawal,2024-09-18T12:18:51
3080,1464,4855.1,Deposit,2022-07-05T08:52:48
3081,1118,-1552.31,Withdrawal,2024-07-31T16:22:07
3082,1177,3622.35,Deposit,2025-03-31T18:35:57
3083,1183,-12760.93,Withdrawal,2021-04-21T13:28:03
3084,1076,-10971.48,Withdrawal,2024-01-10T04:15:19
3085,1081,2248.68,Transfer,2024-11-28T17:05:56
3086,1469,4732.22,Transfer,2023-09-24T02:35:59
3087,1314,2967.91,Transfer,2023-09-20T13:45:40
3088,1147,-19682.13,Withdrawal,2023-06-03T20:30:57
3089,1427,3643.41,Deposit,2021-08-07T20:16:12
3090,1158,5820.5,Transfer,2024-07-31T22:32:58
3091,1334,1201.48,Transfer,2025-01-17T15:38:03
3092,1309,-27410.44,Withdrawal,2024-09-01T04:10:48
3093,1424,4406.56,Deposit,2024-07-26T21:15:35
3094,1333,-11626.2,Withdrawal,2024-09-02T23:30:26
3095,1399,724.11,Transfer,2024-12-17T20:03:46
3096,1145,5677.47,Deposit,2025-03-29T12:46:21
3097,1077,-2654.86,Withdrawal,2020-10-09T01:30:35
3098,1042,8515.11,Deposit,2023-12-15T07:19:03
3099,1225,-28953.62,Withdrawal,2024-02-24T16:30:19
3100,1001,2312.78,Deposit,2024-02-22T09:26:16
3101,1305,-12055.31,Withdrawal,2024-02-25T02:48:51
3102,1370,-3110.15,Withdrawal,2024-04-20T17:23:41
3103,1006,-8890.27,Withdrawal,2023-05-17T07:14:18
3104,1023,3136.27,Transfer,2023-09-19T04:53:27
3105,1433,4618.48,Transfer,2025-04-23T01:09:14
3106,1305,7844.48,Transfer,2021-08-05T19:16:43
3107,1455,-2282.22,Withdrawal,2025-03-22T06:13:11
3108,1021,519.99,Transfer,2025-03-09T06:44:21
3109,1357,-7807.42,Withdrawal,2024-08-14T10:15:44
3110,1366,-357.55,Withdrawal,2024-01-17T05:48:44
3111,1181,1881.2,Transfer,2024-10-05T06:10:08
3112,1112,-4693.14,Withdrawal,2025-05-02T05:56:16
3113,1379,3620.91,Transfer,2024-03-10T23:34:19
3114,1225,-14483.37,Withdrawal,2023-05-22T05:03:46
3115,1088,9678.61,Deposit,2025-04-25T09:01:21
3116,1331,3690.22,Deposit,2024-08-19T15:34:36
3117,1275,-26831.31,Withdrawal,2023-04-29T08:31:41
3118,1417,2892.97,Deposit,2023-01-15T01:09:41
3119,1333,2370.6,Deposit,2025-01-01T00:08:58
3120,1127,6775.07,Deposit,2022-12-03T16:04:40
3121,1190,-19159.95,Withdrawal,2025-03-31T23:23:11
3122,1332,5109.15,Deposit,2024-07-06T07:22:00
3123,1220,1415.76,Deposit,2024-05-01T06:58:28
3124,1484,-1235.87,Withdrawal,2023-12-07T23:08:03
3125,1103,2714.18,Deposit,2022-11-29T06:56:39
3126,1145,-8411.48,Withdrawal,2025-04-15T15:07:16
3127,1116,-8022.04,Withdrawal,2023-03-26T13:22:08
3128,1271,-4916.28,Withdrawal,2024-09-13T03:47:31
3129,1170,7332.81,Deposit,2024-04-14T09:16:13
3130,1388,-9371.36,Withdrawal,2025-04-29T03:42:24
3131,1026,-10377.71,Withdrawal,2024-06-02T11:08:40
3132,1499,3612.57,Transfer,2022-09-18T11:31:14
3133,1110,9686.89,Deposit,2024-11-25T21:10:42
3134,1118,-2900.88,Withdrawal,2025-01-23T05:05:52
3135,1200,3346.98,Deposit,2023-11-08T17:02:51
3136,1019,4393.37,Deposit,2025-02-26T00:11:16
3137,1443,1698.75,Deposit,2024-12-23T10:32:02
3138,1120,-5707.35,Withdrawal,2023-01-17T05:03:26
3139,1018,-12021.07,Withdrawal,2024-09-01T22:09:20
3140,1287,-12152.56,Withdrawal,2024-02-18T19:12:10
3141,1011,1367.93,Deposit,2024-10-31T13:12:47
3142,1470,-16657.41,Withdrawal,2024-09-16T05:55:55
3143,1379,-8326.03,Withdrawal,2024-04-14T14:49:13
3144,1218,3193.81,Deposit,2021-12-03T21:51:12
3145,1152,-8294.58,Withdrawal,2025-02-03T21:59:42
3146,1139,9066.54,Transfer,2023-03-18T23:55:23
3147,1340,-6666.85,Withdrawal,2025-02-08T09:34:30
3148,1172,4323.83,Transfer,2025-05-08T13:23:22
3149,1004,6876.58,Transfer,2022-02-14T04:10:24
3150,1321,5694.68,Deposit,2025-04-28T19:34:44
3151,1369,3838.92,Transfer,2024-12-24T22:30:39
3152,1252,5562.56,Deposit,2024-12-18T23:02:26
3153,1031,5908.82,Deposit,2022-06-23T00:32:11
3154,1387,-5542.91,Withdrawal,2024-11-21T00:59:28
3155,1370,7579.07,Transfer,2023-07-14T08:53:27
3156,1259,-13495.75,Withdrawal,2022-09-19T08:19:09
3157,1396,3894.0,Deposit,2024-12-26T01:39:43
3158,1054,-15951.7,Withdrawal,2025-04-08T03:40:45
3159,1361,-231.97,Withdrawal,2025-02-12T22:56:28
3160,1292,480.51,Deposit,2024-05-19T19:39:54
3161,1220,-22454.77,Withdrawal,2024-10-12T04:21:12
3162,1218,5751.71,Deposit,2023-01-29T19:44:31
3163,1404,3407.69,Transfer,2025-01-20T05:52:38
3164,1134,8674.24,Deposit,2025-02-24T01:27:41
3165,1052,1825.49,Transfer,2025-04-20T07:54:56
3166,1314,-6900.39,Withdrawal,2023-12-17T10:51:48
3167,1441,5435.42,Transfer,2023-02-15T18:45:05
3168,1107,-7816.7,Withdrawal,2022-07-17T13:10:09
3169,1260,5184.71,Deposit,2022-03-10T09:41:37
3170,1288,-87.56,Withdrawal,2024-12-20T23:03:12
3171,1287,845.38,Transfer,2025-02-02T19:33:04
3172,1420,-5867.4,Withdrawal,2023-11-09T05:36:46
3173,1236,1616.25,Deposit,2024-10-11T13:35:09
3174,1483,-15841.79,Withdrawal,2025-04-16T02:50:13
3175,1473,-14496.04,Withdrawal,2023-12-06T18:22:32
3176,1429,-6022.23,Withdrawal,2022-02-23T01:58:50
3177,1302,3106.62,Transfer,2024-08-20T15:36:00
3178,1399,-19832.35,Withdrawal,2022-12-22T15:30:59
3179,1255,-4338.97,Withdrawal,2025-05-10T13:54:45
3180,1231,-25221.29,Withdrawal,2024-12-18T08:21:31
3181,1270,5017.54,Transfer,2024-12-19T08:16:02
3182,1485,1885.22,Transfer,2022-08-23T06:05:52
3183,1255,-23834.8,Withdrawal,2025-03-09T01:27:25
3184,1006,-9492.27,Withdrawal,2023-10-14T02:17:59
3185,1379,6585.25,Deposit,2023-10-31T04:14:53
3186,1334,6823.52,Deposit,2024-05-12T05:12:54
3187,1255,8218.74,Deposit,2025-03-14T20:08:39
3188,1102,2426.03,Transfer,2024-07-26T09:39:43
3189,1273,8067.42,Transfer,2025-04-23T05:19:14
3190,1168,7478.55,Transfer,2024-03-15T19:17:48
3191,1032,-4859.78,Withdrawal,2024-11-10T22:07:19
3192,1417,-2536.65,Withdrawal,2021-07-14T07:54:11
3193,1348,-8205.1,Withdrawal,2025-04-04T22:24:59
3194,1109,3780.63,Deposit,2023-09-16T07:53:50
3195,1384,8041.87,Deposit,2024-10-02T17:04:04
3196,1243,-4636.68,Withdrawal,2025-01-04T13:48:13
3197,1415,-12472.39,Withdrawal,2021-09-16T08:31:53
3198,1204,2634.37,Deposit,2024-11-02T08:12:15
3199,1420,793.68,Transfer,2023-09-04T19:51:03
3200,1350,-9417.75,Withdrawal,2023-04-09T21:15:26
3201,1291,4690.97,Deposit,2022-11-24T12:39:37
3202,1185,5532.96,Transfer,2025-01-13T06:58:33
3203,1038,6816.98,Deposit,2024-07-27T02:15:31
3204,1197,1494.2,Deposit,2024-09-13T07:03:16
3205,1475,9724.8,Deposit,2025-02-25T12:43:11
3206,1100,5559.58,Deposit,2021-07-03T12:30:30
3207,1385,4397.01,Deposit,2021-07-30T23:56:00
3208,1478,9314.45,Deposit,2025-03-04T07:06:37
3209,1050,7562.78,Transfer,2024-09-03T22:58:31
3210,1118,-4012.27,Withdrawal,2022-07-17T14:57:34
3211,1139,1662.15,Deposit,2024-10-24T18:18:41
3212,1038,-4531.88,Withdrawal,2023-11-05T10:11:39
3213,1474,2749.92,Deposit,2025-03-29T03:52:05
3214,1037,168.74,Deposit,2025-04-18T00:27:15
3215,1367,7569.78,Deposit,2025-04-20T11:08:07
3216,1353,8108.4,Deposit,2024-11-13T20:52:58
3217,1384,7414.8,Deposit,2024-09-02T07:02:42
3218,1229,5751.63,Transfer,2024-09-17T13:14:30
3219,1130,4794.34,Deposit,2024-01-10T16:41:50
3220,1009,-9112.92,Withdrawal,2023-05-07T05:05:01
3221,1395,-10379.59,Withdrawal,2024-04-19T15:30:32
3222,1327,4584.28,Deposit,2023-12-07T14:21:12
3223,1332,-657.13,Withdrawal,2022-07-13T02:30:22
3224,1367,1905.13,Transfer,2024-12-29T22:20:42
3225,1491,6936.0,Deposit,2024-01-27T15:43:44
3226,1076,4437.99,Deposit,2024-12-24T12:42:25
3227,1263,9136.01,Transfer,2025-05-09T19:30:12
3228,1484,3278.06,Transfer,2024-11-11T07:13:18
3229,1210,7554.97,Deposit,2023-11-07T07:15:21
3230,1007,6620.39,Deposit,2024-03-08T08:25:06
3231,1285,8370.37,Deposit,2025-02-10T09:23:13
3232,1125,-5009.48,Withdrawal,2024-12-31T14:09:23
3233,1268,-1138.98,Withdrawal,2025-01-29T04:12:12
3234,1028,8320.63,Deposit,2023-11-30T17:56:21
3235,1129,549.37,Deposit,2024-09-08T07:29:39
3236,1410,3960.85,Deposit,2023-09-30T04:27:01
3237,1480,2464.33,Deposit,2025-02-10T23:25:19
3238,1166,668.65,Deposit,2024-07-24T21:26:07
3239,1145,-8291.03,Withdrawal,2025-02-16T01:52:05
3240,1042,-9869.99,Withdrawal,2024-11-21T15:42:06
3241,1074,-6962.77,Withdrawal,2025-02-22T00:48:26
3242,1311,7250.84,Deposit,2024-08-02T12:08:54
3243,1417,7133.14,Deposit,2021-06-30T14:38:58
3244,1264,7881.02,Deposit,2025-01-14T07:05:48
3245,1025,-8201.25,Withdrawal,2024-08-08T20:30:10
3246,1492,-8804.1,Withdrawal,2025-01-31T17:55:58
3247,1240,9338.97,Deposit,2024-02-19T21:59:19
3248,1383,2844.88,Transfer,2025-04-15T00:34:35
3249,1435,-3160.23,Withdrawal,2024-09-24T00:15:40
3250,1039,2310.1,Deposit,2023-09-21T06:43:50
3251,1320,-881.78,Withdrawal,2024-04-21T13:01:50
3252,1288,-22874.3,Withdrawal,2025-02-23T23:48:35
3253,1456,8734.59,Deposit,2024-05-06T23:14:50
3254,1144,4430.73,Deposit,2020-08-07T09:16:24
3255,1305,-12953.68,Withdrawal,2023-01-21T04:34:36
3256,1081,9946.65,Transfer,2023-06-02T02:38:41
3257,1023,-6091.78,Withdrawal,2025-04-08T21:18:29
3258,1244,-1022.25,Withdrawal,2023-06-13T03:32:29
3259,1324,-10035.6,Withdrawal,2025-01-29T11:56:03
3260,1022,3865.71,Deposit,2022-12-24T06:51:57
3261,1046,7728.42,Deposit,2023-06-04T14:28:15
3262,1172,3879.26,Deposit,2025-04-29T09:20:05
3263,1404,-417.27,Withdrawal,2024-12-29T20:36:46
3264,1489,5091.54,Deposit,2025-02-10T13:33:55
3265,1450,3022.3,Deposit,2022-04-09T16:56:01
3266,1227,2481.77,Deposit,2023-09-24T02:19:28
3267,1134,-15560.76,Withdrawal,2024-05-15T16:30:38
3268,1416,3197.69,Deposit,2025-04-22T15:59:52
3269,1300,3805.11,Deposit,2025-02-03T02:12:43
3270,1214,-8582.9,Withdrawal,2024-12-01T10:14:18
3271,1185,-10267.12,Withdrawal,2024-06-06T14:10:33
3272,1002,9447.48,Deposit,2024-07-18T18:42:01
3273,1491,-8171.88,Withdrawal,2023-02-20T18:58:30
3274,1441,3907.13,Transfer,2023-03-24T06:54:52
3275,1408,-14184.23,Withdrawal,2024-12-07T07:16:28
3276,1485,244.31,Transfer,2024-07-22T05:00:25
3277,1468,9382.19,Deposit,2023-08-10T02:04:39
3278,1367,2887.8,Transfer,2024-05-08T11:41:39
3279,1248,-679.03,Withdrawal,2024-02-17T18:26:48
3280,1026,9636.07,Deposit,2024-03-21T02:40:44
3281,1360,8097.24,Deposit,2025-02-10T15:29:23
3282,1042,3414.57,Transfer,2025-01-03T02:09:16
3283,1466,7265.52,Deposit,2022-09-15T17:09:14
3284,1285,-6775.79,Withdrawal,2025-01-16T01:07:31
3285,1248,9391.98,Transfer,2024-01-03T18:37:58
3286,1235,-253.11,Withdrawal,2024-08-04T17:26:45
3287,1037,1585.32,Transfer,2025-04-25T03:02:10
3288,1011,6260.81,Transfer,2025-03-13T16:58:55
3289,1458,1167.47,Transfer,2024-10-31T10:36:32
3290,1435,8277.64,Transfer,2025-01-03T02:49:52
3291,1159,-11127.21,Withdrawal,2025-05-10T14:03:47
3292,1262,9586.01,Deposit,2024-09-04T08:58:15
3293,1403,2214.86,Deposit,2025-04-21T08:15:30
3294,1015,5091.44,Deposit,2023-02-05T10:43:44
3295,1205,2844.85,Deposit,2024-10-06T16:14:24
3296,1009,776.45,Transfer,2024-05-05T13:57:09
3297,1439,7505.99,Transfer,2025-01-07T14:05:17
3298,1335,5391.62,Deposit,2024-11-28T05:01:34
3299,1292,45.3,Deposit,2024-09-17T14:00:15
3300,1040,5499.08,Deposit,2024-05-15T17:28:04
3301,1249,756.78,Transfer,2025-04-03T20:33:28
3302,1469,-2258.3,Withdrawal,2023-08-02T18:46:51
